23:14:54 INFO  manager.ApplicationManager - Tests start on Chrome
23:14:55 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
23:14:55 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
23:14:55 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: h1
23:14:55 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: h1 is found
23:14:55 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
23:14:55 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
23:14:55 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
23:14:56 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
23:14:56 INFO  manager.WebDriverListener - Start searching element ----> By.id: dates
23:14:56 INFO  manager.WebDriverListener - Element with locator ----> By.id: dates is found
23:14:56 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
23:14:56 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
23:14:59 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: .search-results
23:15:04 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: .search-results is found
23:15:04 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
23:15:04 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
23:15:04 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: h1
23:15:04 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: h1 is found
23:15:04 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
23:15:04 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
23:15:04 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
23:15:04 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
23:15:04 INFO  manager.WebDriverListener - Start searching element ----> By.id: dates
23:15:04 INFO  manager.WebDriverListener - Element with locator ----> By.id: dates is found
23:15:04 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
23:15:04 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
23:15:07 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: .search-results
23:15:12 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: .search-results is found
23:15:12 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
23:15:12 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
23:15:12 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: h1
23:15:13 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: h1 is found
23:15:13 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
23:15:13 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
23:15:13 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
23:15:13 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
23:15:13 INFO  manager.WebDriverListener - Start searching element ----> By.id: dates
23:15:13 INFO  manager.WebDriverListener - Element with locator ----> By.id: dates is found
23:15:13 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
23:15:13 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
23:15:16 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: .search-results
23:15:21 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: .search-results is found
