20:03:04 INFO  manager.ApplicationManager - Tests start on Chrome
20:03:06 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
20:03:06 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
20:03:06 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: h1
20:03:06 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: h1 is found
20:03:06 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
20:03:06 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
20:03:07 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
20:03:07 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
20:03:07 INFO  manager.WebDriverListener - Start searching element ----> By.id: dates
20:03:07 INFO  manager.WebDriverListener - Element with locator ----> By.id: dates is found
20:03:07 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='button']
20:03:07 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='button'] is found
20:03:07 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //td[@aria-label='2024']
20:03:07 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //td[@aria-label='2024'] is found
20:03:07 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //div[normalize-space()='JUN']
20:03:07 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //div[normalize-space()='JUN'] is found
20:03:07 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //div[normalize-space()='11']
20:03:07 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //div[normalize-space()='11'] is found
20:03:07 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //div[normalize-space()='20']
20:03:07 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //div[normalize-space()='20'] is found
20:03:07 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
20:03:07 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
20:03:12 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: .search-results
20:03:12 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: .search-results is found
20:03:12 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
20:03:12 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
20:03:12 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
20:03:12 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
20:03:12 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: h1
20:03:12 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: h1 is found
20:03:12 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
20:03:12 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
20:03:14 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
20:03:14 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
20:03:14 INFO  manager.WebDriverListener - Start searching element ----> By.id: dates
20:03:14 INFO  manager.WebDriverListener - Element with locator ----> By.id: dates is found
20:03:15 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
20:03:15 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
20:03:20 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: .search-results
20:03:25 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: .search-results is found
20:03:25 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
20:03:25 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
