22:35:39 INFO  manager.ApplicationManager - Tests start on Chrome
22:35:41 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
22:35:41 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
22:35:41 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: h1
22:35:41 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: h1 is found
22:35:41 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
22:35:41 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
22:35:41 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
22:35:42 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
22:35:42 INFO  manager.WebDriverListener - Start searching element ----> By.id: dates
22:35:42 INFO  manager.WebDriverListener - Element with locator ----> By.id: dates is found
22:35:42 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
22:35:42 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
22:35:45 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
22:35:45 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
22:35:45 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: h1
22:35:45 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: h1 is found
22:35:45 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
22:35:45 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
22:35:45 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
22:35:45 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
22:35:45 INFO  manager.WebDriverListener - Start searching element ----> By.id: dates
22:35:45 INFO  manager.WebDriverListener - Element with locator ----> By.id: dates is found
22:35:46 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
22:35:46 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
22:35:49 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
22:35:49 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
22:35:49 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: h1
22:35:49 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: h1 is found
22:35:49 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
22:35:49 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
22:35:49 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
22:35:49 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
22:35:49 INFO  manager.WebDriverListener - Start searching element ----> By.id: dates
22:35:49 INFO  manager.WebDriverListener - Element with locator ----> By.id: dates is found
22:35:49 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
22:35:49 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
